date,day_of_week,service_name,environment,team,compute_cost_usd,database_cost_usd,storage_cost_usd,network_cost_usd,total_daily_cost_usd,loan_applications_processed
2026-09-29,Wed,kyc-document-service,prod,lending-core,223.26,138.21,74.42,95.68,531.57,0
2026-09-29,Wed,kyc-document-service,staging,lending-core,68.69,42.53,22.9,29.44,163.56,0
2026-09-29,Wed,kyc-document-service,dev,lending-core,51.52,31.89,17.17,22.08,122.66,0
2026-09-29,Wed,payment-gateway-service,prod,payments,223.26,138.21,74.42,95.68,531.57,0
2026-09-29,Wed,disbursement-engine,prod,payments,223.26,138.21,74.42,95.68,531.57,0
2026-09-29,Wed,disbursement-engine,staging,payments,68.69,42.53,22.9,29.44,163.56,0
2026-09-29,Wed,collections-service,prod,lending-core,223.26,138.21,74.42,95.68,531.57,0
2026-09-29,Wed,ledger-accounting-service,prod,payments,223.26,138.21,74.42,95.68,531.57,0
2026-09-29,Wed,analytics-batch-pipeline,prod,data-eng,223.26,138.21,74.42,95.68,531.57,0
2026-09-29,Wed,feature-store-ml,prod,data-eng,223.26,138.21,74.42,95.68,531.57,0
2026-09-29,Wed,notification-service,prod,platform,223.26,138.21,74.42,95.68,531.57,0
2026-09-29,Wed,auth-identity-service,prod,platform,223.26,138.21,74.42,95.68,531.57,0
2026-09-29,Wed,api-gateway-mesh,prod,platform,223.26,138.21,74.42,95.68,531.57,0
2026-09-30,Thu,loan-application-service,prod,lending-core,223.26,138.21,74.42,95.68,531.57,23399
2026-09-30,Thu,loan-application-service,staging,lending-core,68.69,42.53,22.9,29.44,163.56,0
2026-09-30,Thu,loan-application-service,dev,lending-core,51.52,31.89,17.17,22.08,122.66,0
2026-09-30,Thu,underwriting-engine,prod,risk-scoring,223.26,138.21,74.42,95.68,531.57,0
2026-09-30,Thu,underwriting-engine,staging,risk-scoring,68.69,42.53,22.9,29.44,163.56,0
2026-09-30,Thu,underwriting-engine,dev,risk-scoring,51.52,31.89,17.17,22.08,122.66,0
2026-09-30,Thu,credit-bureau-connector,prod,risk-scoring,223.26,138.21,74.42,95.68,531.57,0
2026-09-30,Thu,kyc-document-service,prod,lending-core,223.26,138.21,74.42,95.68,531.57,0
2026-09-30,Thu,kyc-document-service,staging,lending-core,68.69,42.53,22.9,29.44,163.56,0
2026-09-30,Thu,kyc-document-service,dev,lending-core,51.52,31.89,17.17,22.08,122.66,0
2026-09-30,Thu,payment-gateway-service,prod,payments,223.26,138.21,74.42,95.68,531.57,0
2026-09-30,Thu,disbursement-engine,prod,payments,223.26,138.21,74.42,95.68,531.57,0
2026-09-30,Thu,disbursement-engine,staging,payments,68.69,42.53,22.9,29.44,163.56,0
2026-09-30,Thu,collections-service,prod,lending-core,223.26,138.21,74.42,95.68,531.57,0
2026-09-30,Thu,ledger-accounting-service,prod,payments,223.26,138.21,74.42,95.68,531.57,0
2026-09-30,Thu,analytics-batch-pipeline,prod,data-eng,223.26,138.21,74.42,95.68,531.57,0
2026-09-30,Thu,feature-store-ml,prod,data-eng,223.26,138.21,74.42,95.68,531.57,0
2026-09-30,Thu,notification-service,prod,platform,223.26,138.21,74.42,95.68,531.57,0
2026-09-30,Thu,auth-identity-service,prod,platform,223.26,138.21,74.42,95.68,531.57,0
2026-09-30,Thu,api-gateway-mesh,prod,platform,223.26,138.21,74.42,95.68,531.57,0
